日期,淨尖峰供電能力(萬瓩),尖峰負載(萬瓩),備轉容量(萬瓩),備轉容量率(%),工業用電(百萬度),民生用電(百萬度),核一#1(萬瓩),核一#2(萬瓩),核二#1(萬瓩),核二#2(萬瓩),核三#1(萬瓩),核三#2(萬瓩),林口#1(萬瓩),林口#2(萬瓩),林口#3(萬瓩),台中#1(萬瓩),台中#2(萬瓩),台中#3(萬瓩),台中#4(萬瓩),台中#5(萬瓩),台中#6(萬瓩),台中#7(萬瓩),台中#8(萬瓩),台中#9(萬瓩),台中#10(萬瓩),興達#1(萬瓩),興達#2(萬瓩),興達#3(萬瓩),興達#4(萬瓩),大林#1(萬瓩),大林#2(萬瓩),和平#1(萬瓩),和平#2(萬瓩),麥寮#1(萬瓩),麥寮#2(萬瓩),麥寮#3(萬瓩),汽電共生(萬瓩),大潭 (#1-#6)(萬瓩),通霄 (#1-#6、GT#9)(萬瓩),興達 (#1-#5)(萬瓩),南部 (#1-#4)(萬瓩),大林(#5-#6)(萬瓩),海湖 (#1-#2)(萬瓩),國光 #1(萬瓩),新桃#1(萬瓩),星彰#1(萬瓩),星元#1(萬瓩),嘉惠#1(萬瓩),豐德(#1-#2)(萬瓩),協和 (#1-#4)(萬瓩),氣渦輪(萬瓩),離島(萬瓩),德基(萬瓩),青山(萬瓩),谷關(萬瓩),天輪(萬瓩),馬鞍(萬瓩),萬大(萬瓩),大觀(萬瓩),鉅工(萬瓩),大觀二(萬瓩),明潭(萬瓩),碧海(萬瓩),立霧(萬瓩),龍澗(萬瓩),卓蘭(萬瓩),水里(萬瓩),其他小水力(萬瓩),風力發電(萬瓩),太陽能發電(萬瓩)
20241022,4293.7,3538.2,755.5,21.35,384.792,336.233,0,0,0,0,0,0,75.8,76.3,75.7,44.1,43.9,44.4,43.6,46.4,47.1,0,47.2,0,0,0,0,0,0,76,51.9,59.2,60,27.8,0,57.2,130.4,488,252.8,192.9,94.7,22.5,82.3,39.1,45.3,40.2,40.2,98.6,129.2,28,0,9.7,0,2,0.8,1.3,0.8,2,3,1.2,5.9,0,1,0,1.6,0,0,18.7,263.2,662.9
20241023,4058.1,3356.6,701.5,20.9,368.652,322.13,0,0,0,0,0,0,75.8,76.4,76,42.5,42.9,43.3,43.1,43.8,44.4,0,44.6,0,0,0,0,0,0,76,76,59.7,61.1,27.8,0,57.2,135.3,491.9,259.6,210.7,106.6,22.3,87.2,45.2,47.1,0,46.8,48.6,116.2,25.8,0,9.5,3.3,4.1,3.6,3.5,2.6,2,6.1,2.7,0.1,0,5.3,0,0,0,0.5,17.1,69.6,665.7
20241024,3675.4,3264.2,411.2,12.6,362.97,317.165,0,0,0,0,0,0,75.6,76.1,75.7,50.2,51.5,51.9,51.2,52.6,53.4,0,53.1,0,0,0,0,0,0,76,76,59.4,61,49.5,0,57.4,157.8,385.8,256.9,218.5,112.8,45.7,91.4,46.9,47,47.6,47.5,119,145.9,27.7,0,9.8,2.9,4.7,3,3.7,2.4,2,1.5,1,17.3,34.7,0,0,0,0,0.4,32.4,75.9,318.4
20241025,3996.5,3501.4,495.1,14.14,376.45,328.944,0,0,0,0,0,0,75.5,76.3,75.9,50.7,51.5,51.4,50.6,52.6,53.4,0,53.1,0,0,0,0,0,0,8.4,76,59.3,61.1,47.2,0,57.4,156.3,385.1,266.5,219.2,112.8,54.5,90,44.6,44.3,49.6,50.6,119,144,30.9,0,11.3,3.3,3,5.5,4.7,3.9,2,1,0.2,32.6,52,5.9,0,3.4,0,0.2,23.1,216.7,415.6
20241026,3808.7,3160.7,648,20.5,360.653,315.14,0,0,0,0,0,0,75.3,76.2,75.8,50.8,51.1,51,51,52.7,53.3,0,53,0,0,0,0,0,0,76,76,54.4,55.4,52.1,0,57.3,73.4,383.8,256.4,190.2,96.1,44.6,81.2,39,0,0,43.1,98.9,184.6,27.7,0,9.8,0,2,1.1,1.4,0.8,2,3.3,1,11.5,0,5.8,0,2,0,0.4,21,74.4,507
20241027,3355.8,3018.4,337.4,11.18,345.712,302.084,0,0,0,0,0,0,75.6,76.3,76,50.7,51.6,51.7,50.8,52.7,53.3,0,53,0,0,0,0,0,0,75.8,75.9,40.5,54.5,47.2,0,57.2,66.9,382.3,266.4,221.1,112.9,39.7,2.9,46.5,0,50.1,51.2,96.8,202.1,28.2,0,10.2,13.7,26.6,14.6,14.6,9.8,2,4.1,1.4,56.7,68.6,5.9,0,2,4,0.5,25.9,186.4,0
20241028,3836.6,3348.5,488.1,14.58,365.669,319.522,0,0,0,0,0,0,75.6,76.2,76,50.3,51.4,51.7,50.9,52.7,53.4,0,53,0,0,0,0,0,0,75.7,75.7,57.3,58,31.8,0,57.3,112.6,405,271,204.6,112.8,33.8,87.9,47,46.8,46.1,46.6,117.1,144,28.2,0,9.5,1.9,5.4,1.3,1.8,0.9,2,1.5,0.4,8.3,29.1,5.9,0,2,0,0.4,19.4,246.5,319.1
20241029,4249.3,3354.7,894.6,26.67,365.235,319.144,0,0,0,0,0,0,75.5,76.1,76,32.4,32.7,33,32.1,27.9,28.5,0,28.7,0,0,0,0,0,0,75.8,75.8,35.6,35.7,37.7,0,57.2,118.6,495,267.6,187.2,106.1,22.5,41.8,0,46.1,0,0,46.9,74.8,50.9,0,9,14.2,31.3,18.1,18.8,12.4,2,3.4,1.1,15.2,20.1,5.9,0,0,0,0.5,26.7,281.5,638.1
20241030,4110.1,3382.6,727.5,21.51,365.281,319.184,0,0,0,0,0,0,75.5,76.3,76,34.8,35.3,35.8,35.4,36.8,36.7,0,36.4,0,0,0,0,0,0,75.8,75.8,35.6,35.8,37.7,0,57.2,145.9,487.7,266.7,189.6,103.3,22.4,39.9,30.6,46.6,0,3,102.3,98.1,28,0,8.9,15.7,27.7,17.7,18,11.9,2,3.8,1.3,12.1,23.6,0,0,2,0,0.7,16.1,248.6,545.6
20241031,3404.6,2713.1,691.5,25.49,321.423,280.86,0,0,0,0,0,0,75.6,76.2,76.1,50.6,50.9,51.3,50.7,52.2,53.3,0,50.7,0,0,0,0,0,0,75.8,76,36.4,36.5,42.5,0,57.3,120.6,375.6,265.7,206.8,112.1,22.5,39.6,45.2,44.6,45.3,47.2,63.2,141,27.9,0,9.4,15.7,32.4,16.1,15,9.4,2,7.6,3.3,0,0,0,0,9.5,2.8,1,22.3,49.5,124.3
20241101,3643.2,3322.1,321.1,9.67,377.653,315.765,0,0,0,0,0,0,75.6,76.2,75.9,49.9,50.8,51,50.9,52.6,53.3,0,53,0,0,0,0,0,0,75.8,76,35.6,32.2,52.2,0,57.3,82.5,378.2,286.5,210,112.9,54.7,89.2,46.4,45.1,49.5,51.5,117.3,127.8,35,0,9.3,15.8,28.5,0,0,0,2,2,0.5,16.6,58.6,0,0,0,0,0.4,20.3,190.8,327.4
20241102,3855.5,2929.6,925.9,31.6,358.812,300.013,0,0,0,0,0,0,75.6,76.3,0,22.2,23.3,24,23.6,22.9,23.6,0,24.1,0,0,0,0,0,0,75.7,76,36.5,0,32.5,0,57.3,46.9,369.4,267.5,187.5,90.1,22.3,40.6,43,46.2,45.4,0,94.9,143.4,27.3,0,8.6,15.6,32.2,0,0,0,2,1.3,0.2,4.1,9,0,0,9.6,8.1,0,22,248.9,533.8
20241103,3296.6,2837.7,458.9,16.17,342.855,286.67,0,0,0,0,0,0,75.6,76.2,0,46.2,46.5,47.4,46.3,47.5,48.1,0,46.5,0,0,0,0,0,0,75.7,75.9,50.1,0,37.7,0,57.3,45.3,377.9,270.2,196,112.8,22.3,41.6,42.9,47.2,44.4,46.1,119.3,194.5,28,0,9.1,6.8,10,0,0,0,2,1,0.1,29.2,61.6,0,0,9.6,8.1,0,23.9,248.9,0
20241104,3965.5,3312.5,653,19.71,379.878,317.627,0,0,0,0,0,0,75.6,76.3,0,46.8,47,47.6,47,48,48.6,0,0,0,33.3,0,0,0,0,75.7,74.7,58.3,50.9,33.8,0,57.3,96.6,385.4,267.7,187.4,99.3,22.3,82.2,43.1,46.1,44.5,45.4,119.2,188.4,27.8,0,8.5,6.2,10,6.9,8.2,0,1,1,0.3,5.5,4,0,0,9.6,3.6,0,19.9,254.4,477.9
20241105,3710.6,3273.6,437,13.35,382.416,319.748,0,0,0,0,0,0,75.6,76.4,0,49.1,49.7,48.4,49.3,50.6,51.3,0,0,0,49,0,0,0,0,75.8,56.6,57.5,25.4,52.3,0,57.3,88.2,361.1,271.6,210.7,112.9,39.1,90.2,47.1,46.9,46,0,119.2,142.2,28.1,0,8.6,8.2,15.2,17.2,13.9,12.1,2,1.1,0.9,7,18.7,0,0,9.6,4.6,0,26.1,256,427.1
20241106,3808.4,3165.6,642.8,20.31,371.218,310.385,0,0,0,0,0,0,75.7,76.2,0,44.5,45,45.3,44.7,39.8,46.8,0,0,0,50.4,0,0,0,0,76,37,57.7,28,51.6,0,57.3,91.6,349.5,266,186.7,93.9,22.3,46.1,42.8,47.5,45.9,0,110.2,183.8,28.2,0,8.3,8.9,13.3,9.8,10.4,8.3,2,1,0.1,15,15.3,0,0,9.6,3.5,0,26.1,190.4,509.3
20241107,3854.2,3166.6,687.6,21.71,370.842,310.071,0,0,0,0,0,0,75.8,76,0,34.7,35,35.5,34.9,35.6,36.3,0,0,0,48.7,0,0,0,0,76,76,57.8,59.9,42.7,0,57.3,94.1,337.8,270.1,192,108,22.4,86.1,3.8,47.1,45.8,38.5,110.2,131,14.3,0,8.4,4.6,8.2,8.9,8.2,7.1,2,1.1,0.1,15.9,16.1,0,0,7,1.9,0,26.6,223.4,510.1
20241108,3733.3,3156.4,576.9,18.28,373.018,311.891,0,0,0,0,0,0,75.7,76,0,40.7,41.1,40.9,40.1,40.9,41.9,0,0,0,42.6,0,0,0,0,75.9,76.1,58.3,60.6,51.9,0,57.3,89.6,301.6,271.1,215.3,112.9,22.4,90.2,47.6,46.8,47.5,46.8,85.2,193.4,14.4,0,8,3.2,4.6,4.1,5.1,4.6,2,1.1,0.2,15.6,25.3,0,0,7.8,3.1,0,26.7,258.9,346.3
20241109,3356.2,2909.8,446.4,15.34,356.782,298.315,0,0,0,0,0,0,75.6,76.1,0,41.6,42,42.8,41.8,42.9,43.5,0,0,0,43.2,0,0,0,0,75.7,76,57.7,60.6,52.2,0,57.3,44.8,333.5,271.9,210.7,112.7,22.4,43.6,39.8,46.7,46.1,52.2,119.2,196.1,28.4,0,9.2,10.7,18,16.2,16.7,12,2,1.1,0.2,23.5,41.3,0,0,7,7.3,0,19.5,249.9,7.1
20241110,3254.1,2800.3,453.8,16.21,340.588,284.775,0,0,0,0,0,0,75.5,75.3,0,41.6,42.1,41.9,41.7,42.8,43.5,0,0,0,43.3,0,0,0,0,75.5,75.7,54.9,55.4,52.4,0,57.3,47.8,346.2,271.9,208.4,106.6,22.4,40.7,43.1,41.9,44.3,51,119.2,150.7,27.6,0,9.1,15.4,25.8,16,16.6,12,2,1,0.4,29.7,44.4,0,0,6.4,0,0,26.4,193.5,0
20241111,3941.8,3264.7,677.1,20.74,377.081,315.288,0,0,0,0,0,0,75.7,75.4,0,41.5,41.8,42.3,41.6,40.4,42.6,0,0,0,42.9,0,0,0,0,75.8,75.9,58.2,61.1,51.6,0,57.3,94.5,394.2,269.9,214.8,109.8,22.6,88.1,45.3,46.1,0.1,25.5,119.1,149.3,27.5,0,8.3,3.4,6.3,11,7.8,6.8,0,1.1,0.1,17.1,25.2,0,0,5.5,4,0,9.2,260.3,434.8
20241112,3688.4,3305.5,382.9,11.58,388.511,324.845,0,0,0,0,0,0,75.6,76,0,50.4,51.5,47.6,50.7,52.7,53.3,0,0,0,51.3,0,0,0,0,21,76,57.1,60.6,52.1,0,57.3,75.9,513.1,284.5,221.2,112.6,54.1,91.5,46.8,46,50.5,51.8,119,48.9,75.9,0,13.5,4,11.1,8,7.5,6.2,2,1.8,0.4,15.6,35.7,0,0,5.2,1.8,0.5,7.8,245.9,266.3
20241113,3995.3,3407.4,587.9,17.25,393.769,329.241,0,0,0,0,0,0,75.5,76,0,42.1,42.5,42.8,42.3,42.5,44,0,0,0,43.2,0,0,0,0,75.9,76,57.3,60.6,52.1,0,57.3,66.1,538.2,267.9,205,109.5,22.4,85.6,0,45.7,45.2,46.5,107.2,149.3,57.7,0,8.5,3.6,5.9,5.1,5.8,4.8,2,1.6,0.3,4.7,8.1,0,0,2.5,1.8,0.1,15.5,188.5,527.3
20241114,3769.8,3424.7,345.1,10.08,397.982,332.763,0,0,0,0,0,0,75.4,76.3,0,50.7,51.5,50.7,51.1,52.6,53.5,0,0,0,49.8,0,0,0,0,75.4,76,56.2,60.7,54.1,0,57.3,123.9,498.4,280.6,219.7,112.9,54.5,90.7,45.8,45.4,50.6,52.1,117.5,146,50,0,9.9,9.9,18.7,10.5,6.3,5,2,4.3,1.4,3.9,20.2,0,0,3,1.8,0.4,15.5,15.1,486.3
20241115,3714.6,3426.1,288.5,8.42,397.751,332.571,0,0,0,0,0,0,75.6,76.3,0,51,51.6,51.4,51,52.6,53.4,0,0,0,50,0,0,0,0,76,76,56,59.7,54.1,0,57.4,128.7,484.4,281.4,221.1,112.9,54.6,88.8,46.7,44.8,48.8,48.9,117.8,146,81.9,0,9.6,5.1,11.5,13.4,10.3,7.8,2,1.1,0.2,18,32.8,0,0,4,1.7,0.2,15.3,99.8,347.8
20241116,3366.2,2953.4,412.8,13.98,365.803,305.857,0,0,0,0,0,0,75.6,76.2,0,46,46.2,45.3,44.2,47.3,47.9,0,0,0,47.6,0,0,0,0,75.6,75.7,55.4,58.7,52.1,0,57.3,41.9,427.3,270.5,217.2,109.4,27.4,88.9,47.1,46.4,47.1,47.2,49.3,147.3,28,0,9,0,0,1.4,2.2,2.1,0,4,1,45.3,62.6,0,0,4,7.8,0,23.2,274.5,3.9
20241117,3260.9,2846.7,414.2,14.55,345.558,288.93,0,0,0,0,0,0,75.5,76.1,0,45.4,45.9,47,46.2,47.6,48.2,0,0,0,49.2,0,0,0,0,75.7,75.7,0,57.8,52.3,0,57.2,42.4,427.4,270.7,210.7,112.9,54.7,44,45.9,47,45.1,45.8,49.7,142.6,28,0,9,0.4,0.7,1.4,2.2,1.9,0,3.9,2,29.6,61.6,0,0,6.1,7.4,0,20.1,275.8,0
20241118,3599.9,3162,437.9,13.85,367.454,307.239,0,0,0,0,0,0,75.6,76.4,0,50.9,51.6,51.4,51.1,52.6,53.4,0,0,0,50.7,0,0,0,0,76,76,0,57.8,52.1,0,57.4,71,417.6,280.7,206.3,112.5,54.6,49.7,48.2,47.5,50.8,51.7,69.6,146.6,30.5,0,8.3,8.9,22.7,0.7,1.8,0,2,4.2,2,40.6,35.6,0,0,2.8,3.3,0.3,18.7,173.5,327
20241119,3731,3149.8,581.2,18.45,371.138,310.319,0,0,0,0,0,0,75.5,76.1,0,40.6,40.9,41.9,42.1,42.7,43.4,0,0,0,43.7,0,0,0,0,76,76,60,59.2,52.1,0,57.3,68.7,419.5,276.9,176.7,103.3,54.6,66.6,44.5,47.8,45.6,46.1,119.1,93.4,28,0,7.8,0,1,0,3,2.9,2,2.8,1.1,10.8,14.6,0,0,2,1.8,0.2,16.1,254.1,371.9
20241120,3788.8,3146.1,642.7,20.43,371.937,310.986,0,0,0,0,0,0,75.5,76.2,0,47.5,29.6,29.9,29.9,30.8,31.3,0,0,0,31.6,0,0,0,0,75.8,75.7,60.1,58.6,41.5,0,57.3,77.1,433.4,276.3,209.1,110.4,44.9,87.1,44.4,0,24.9,25.7,113.4,91.1,28,0,7.7,1.9,4.4,2.9,2.6,2.3,0.4,4.3,1.6,13.8,15.3,0,0,2.8,1.7,0,17.6,272.5,425.7
20241121,3875.6,3111.2,764.4,24.57,370.753,309.996,0,0,0,0,0,0,75.6,76.1,0,22,23.5,24,23.7,22.9,23.9,0,0,0,29.7,0,0,0,0,54.7,75.8,60.1,58.8,42.3,0,57.3,75.8,395.3,277.8,207.6,111,26.4,91.4,45.1,0,0,51.7,114,96.8,28.2,0,8.5,4.3,7.8,4.4,4.6,4.1,0.4,5.7,2,0.1,22.5,0,0,2.8,1.8,0.4,17.5,271.7,552.8
20241122,3962.7,3096.2,866.5,27.99,366.065,306.077,0,0,0,0,0,0,75.6,76.2,0,22.5,23.5,24.1,23.5,23.2,23.9,0,0,0,29.4,0,0,0,0,65.8,76,60.1,59.2,44.2,0,57.2,84.8,394.5,276.4,201.8,112.5,54.6,92,0,3.3,0,46.7,40.4,99.5,28.2,0,8.3,0.6,3.4,3.2,3.8,3.3,0,1.5,0.3,12.5,14.9,0,0,1.5,0.9,0.2,17.7,272.3,597.4
20241123,3371.3,2769.4,601.9,21.73,338.427,282.968,0,0,0,0,0,0,75.5,76.3,0,22.6,23.5,23.9,23.4,22.9,23.5,0,0,0,28.9,0,0,0,0,76,75.9,60.1,59.2,42.3,0,57.3,49.6,421.4,274.5,205.2,108.8,22.5,44.4,0,41.9,47.9,53.2,119.2,132.9,27.9,0,8.5,6.7,11.8,7.4,7.6,6.3,2,2.3,0.8,33.3,68.1,0,0,2.3,2.9,0.3,21.9,259.7,2.7
20241124,3229.8,2711,518.8,19.14,324.524,271.344,0,0,0,0,0,0,75.5,76.3,0,36.4,36.4,37.2,36.2,37,37.7,0,0,0,38.1,0,0,0,0,76,76,56.6,57.4,51.6,0,57.3,50.8,374.2,270.7,194.7,112.6,54.7,45.9,47.9,41.9,0,52.9,15.3,131.3,27.8,0,8.5,9.3,14.5,7.1,7.4,6,2,1.5,0.4,29.8,58.7,0,0,1.8,7.9,0.3,26.3,250.5,0
20241125,3856.3,3127.4,728.9,23.31,362.612,303.19,0,0,0,0,0,0,75.8,76.4,0,23,23.6,23.9,23.5,23.5,23.5,0,0,0,30.1,0,0,0,0,76,76,60.2,59.2,42.3,0,57.2,82.6,431.3,273.3,217.6,109.8,46.3,89.5,46.8,46.4,47.5,52.9,51.1,131.9,27.7,0,7.9,2.2,2,3.2,3.6,3.1,0,2.2,0.7,14.1,39.8,0,0,1.8,0,0.3,9.3,50.1,594.7
20241126,3968.3,3091.2,877.1,28.37,366.194,306.185,0,0,0,0,0,0,75.4,75.7,0,24.1,38.3,26.8,26.9,27.9,28.5,0,0,0,29.8,0,0,0,0,76,76,60,59.1,42.3,0,57.1,81.2,410.3,180.6,194.8,100.9,22.7,84.8,42.9,48.5,44.4,45.1,95,91.7,28,0,8.2,0,0,1.7,2.6,1.9,0,2.2,0.8,0.1,0,0,0,1,0,0.2,9.1,273.9,639.8
20241127,3959.8,2999.9,959.9,32,356.927,298.437,0,0,0,0,0,0,75.6,76.2,0,24.2,25.1,26,26.3,25.1,26.1,0,0,0,30.1,0,0,0,0,76.2,76,60.1,59.2,37.7,0,57.2,102.2,436.5,184.4,189.5,99.6,26.5,42.1,41.1,48.3,23.3,26.2,96.3,71.7,27.7,0,7.6,3.4,6.9,7.6,4.1,3.1,2,1.7,0.3,15.3,0,0,0,1.3,0,0.2,9.4,282.9,493
20241128,3528.8,2948.5,580.3,19.68,354.879,296.724,0,0,0,0,0,0,75.7,76.2,0,22.5,23,23.9,23.7,23.4,24.5,0,0,0,32.9,0,0,0,0,76.1,76,60.2,55.5,34.7,0,57.2,86.4,443.5,179.9,199.7,103.1,22.4,42.9,0,48.3,0,51.6,50.3,91.9,28.3,0,8.2,0,0,1.7,2.5,2,0,2.8,0.8,0.1,0,0,0,1.5,0,0,9.6,259.9,697.1
20241129,4002.1,2922.8,1079.3,36.93,352.658,294.866,0,0,0,0,0,0,75.7,76.1,0,22.6,22.5,24,23.5,23.4,24.3,0,0,0,30.2,0,0,0,0,76,75.8,60,48.2,39.5,0,57.1,95.6,402.7,185.2,189.1,76.4,22.5,40.2,0,48.3,0,44.7,66.9,91.9,27.9,0,8.2,0,0,1.8,2.6,2,0,3.7,1.5,0,0,0,0,1.2,0,0,9.4,264.9,763.3
20241130,3079.3,2707.4,371.9,13.73,331.464,277.146,0,0,0,0,0,0,75.7,76.2,0,35.8,0,38.4,39.6,36.8,40.8,5.2,0,0,41.9,0,0,0,0,76,76,60.1,57.9,52.1,0,57.2,82.7,451.8,275.1,215.2,112,54.6,42.5,44.6,48.1,48,52.5,68.9,96.1,13.7,0,9.2,13.3,23.2,7.3,7.4,5.9,2,3.5,1.7,33.3,57.5,0,0,1,5.7,0,20.3,66.8,4.5
